N_c,10000.0,10000000000000.0
N_x,10000.0,10000000000000.0
S_glu,9.999999999999998e-81,1.0
B_mccV,9.999999999999998e-81,1.0
A_1,1e-10,1.0
A_2,1e-10,1.0
