,model_idx,D_crit,D,KB_1,K_omega_1,kA_1,kBmax_1,mu_max_1,mu_max_2,nB_1,n_omega_1,omega_max_1,N_1,N_2
0,69,0.046838841725167855,0.11893340277682596,0.03126384872283361,0.0111343731582626,0.03166075026383958,0.030732171982291945,0.2416216654559742,0.28841093186771016,0.011125235856599192,0.01457742264131981,0.021152282269522982,0.01230851642201547,0.021859852067086072
