,model_idx,D_crit,D,KB_mccB,KB_mccV,K_omega_mccB,K_omega_mccV,kA_1,kA_2,kBmax_mccB,kBmax_mccV,mu_max_x,mu_max_c,nB_mccB,nB_mccV,n_omega_mccB,n_omega_mccV,omega_max_mccB,omega_max_mccV,N_x,N_c
0,111,0.02103988724322544,0.09565397442118746,0.006529647845277764,0.012836087074377889,0.0061433235279890475,0.01261744191350267,0.0064111760934779105,0.008821904834771632,0.004762677952217853,0.009941587549522679,0.052164813039354496,0.18003254122063436,0.009761030544853555,0.007863968784540987,0.00777686244016057,0.01347739723927871,0.03676823797711515,0.14513387296823005,0.027992924907942307,0.008502251486412038
