,model_idx,D_crit,D,KB_mccB,KB_mccV,K_omega_mccB,K_omega_mccV,kA_1,kA_2,kBmax_mccB,kBmax_mccV,mu_max_x,mu_max_c,nB_mccB,nB_mccV,n_omega_mccB,n_omega_mccV,omega_max_mccB,omega_max_mccV,N_x,N_c
0,6,0.023254710642841177,0.2554560648947876,0.01365263796192262,0.012240565884368837,0.01568041137872045,0.026650122553857958,0.0064647043960071315,0.026400100026429063,0.013884777891163214,0.012218444878168366,0.20760118705615738,0.062045416225601335,0.04023073660976595,0.014200292531437397,0.04504523426435869,0.010929214057487147,0.08302115232675833,0.047806571599368464,0.02569874510609016,0.012219664146226702
