,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,44,0.0693425214292609,0.26943610390021167,0.03262564851026206,0.0877327350734382,0.043375348589563156,0.02683659537101679,0.06339491403779496,0.054644685284719385,0.052231763955443794,0.2575469687487527,0.17808097444668114,0.027774200569190333,0.07750643709271596,0.019874217815101236,0.05483898419325667,0.12033729688044814,0.04606842183347376,0.04827650090258623,0.03698984298690139
