,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kA_2,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,38,0.16793006183640682,0.4525684019631831,0.10587371723830219,0.10107610453038562,0.1642462710555228,0.12238710017895094,0.1251169418097554,0.08659690937789355,0.08736932502386818,0.11493161003084873,0.7920282867245259,0.5184204339920456,0.06297826201682041,0.1226893497795497,0.10328780398873519,0.14966632603616437,0.46281130509458496,0.05738424559938976,0.08730695605866523,0.0621290845675192
