,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kA_2,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,3,0.17876012244324696,0.41605948863762576,0.10974742874913923,0.09039362907346116,0.27631783548437255,0.11287957882577693,0.1429404447208832,0.1023890974520737,0.10063420485594332,0.12494168869538169,0.4296376924273052,0.7829431103805229,0.2120421174223071,0.17721083146366925,0.07601017393429149,0.06728013861430115,0.13597085545460602,0.49135882000133285,0.1362707421640713,0.15782371104249504
