,model_idx,D_crit,D,KB_mccB,KB_mccV,K_omega_mccB,K_omega_mccV,kA_1,kBmax_mccB,kBmax_mccV,mu_max_x,mu_max_c,nB_mccB,nB_mccV,n_omega_mccB,n_omega_mccV,omega_max_mccB,omega_max_mccV,N_x,N_c
0,82,0.961726719790101,0.49993604911428025,0.5284261687024365,0.9058642962205027,0.5385943595318795,0.49993604911428025,0.49993604911428025,0.49993604911428025,0.49993604911428025,0.49993604911428025,0.9882330370275628,0.6836349683443116,0.8665345015028458,0.8852081601330178,0.49993604911428025,0.694250815373793,0.9680245571401164,0.9813902922555477,0.6083647758521455
