,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kA_2,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,122,0.07061811371105764,0.2880974683463644,0.07167230601594313,0.043695398673319175,0.06542441678933048,0.029087253796206025,0.03890593437963974,0.039211797391243364,0.06400820732414471,0.04269736129431034,0.19675594043317846,0.21496434784270996,0.06967304518488782,0.0443127003243422,0.0516757151140933,0.024619582879317925,0.033447394748077175,0.1253249794498289,0.07873105083060924,0.029479937298082626
