,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,124,0.05421911107439334,0.2849213667719813,0.038621655169402,0.020488478380271458,0.041065138848996985,0.020137849599989252,0.03287218300218858,0.01654505936754125,0.024934535297190474,0.3158816781135416,0.26377320238713114,0.02564713055484172,0.017622980420217038,0.01687805173013257,0.02739313590623471,0.05045989058702394,0.0391234532441771,0.032501398315974095,0.02552745486336816
