,model_idx,D_crit,D,KB_mccB,KB_mccV,K_omega_mccB,K_omega_mccV,kA_1,kA_2,kBmax_mccB,kBmax_mccV,mu_max_x,mu_max_c,nB_mccB,nB_mccV,n_omega_mccB,n_omega_mccV,omega_max_mccB,omega_max_mccV,N_x,N_c
0,32,0.024476254488421074,0.16599679499193443,0.012238473564322505,0.015263228951087948,0.01943433365719549,0.011308881905968016,0.030198891615198675,0.014865057616836708,0.015823475108445173,0.03163394707921996,0.1876540846935489,0.4473656206991376,0.011876591598977915,0.0074757924367514494,0.012153986340734613,0.011391528124095052,0.01365072378051635,0.11645351361697198,0.013571427860615645,0.009829509625804866
