,model_idx,D_crit,D,KB_mccB,KB_mccV,K_omega_mccB,K_omega_mccV,kA_1,kA_2,kBmax_mccB,kBmax_mccV,mu_max_x,mu_max_c,nB_mccB,nB_mccV,n_omega_mccB,n_omega_mccV,omega_max_mccB,omega_max_mccV,N_x,N_c
0,28,0.023788761230522492,0.1179317622082273,0.011647686515215638,0.008225018023656994,0.016321087687217017,0.013777442667518847,0.014078986299395024,0.017523462802027656,0.014028327463472379,0.01005099105286189,0.18303443616229112,0.4670035293918319,0.012713267328267941,0.020523330795603756,0.008583583735480321,0.006323875313221761,0.010306694616134926,0.11401330124960984,0.01638987867965591,0.01154314088705688
