,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,81,0.19588614478688124,0.4776350783392358,0.08378233129848833,0.13376924030922294,0.17648720528049167,0.09803083961471154,0.17885736333696206,0.1333765106312612,0.08262481224765397,0.7967589466576638,0.46877454560487264,0.1393708057159393,0.09288401383510858,0.17559839600931532,0.18123441138778262,0.42969449765051193,0.12056112113988068,0.18997781421819238,0.1839559591561135
