,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kA_2,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,67,0.03600892932240143,0.027120231247464432,0.009137423270912826,0.009469920579486923,0.0031579888179389393,0.007341790681910043,0.007679805091843184,0.010624833797321542,0.005386897767008403,0.009138894497941918,0.018987288230661897,0.013173734625217787,0.009120504160078369,0.0020313967204143024,0.004131573304438474,0.005998560404352038,0.006968099016521512,0.01026107291437936,0.006366367161624198,0.005999663824623858
