,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,75,0.12675437419050928,0.31380843047215357,0.08134934652066406,0.08093724243494643,0.07878841398799014,0.0726922171199812,0.059972918874367176,0.17642470269633814,0.07002237136465328,0.1822912987165901,0.21535676439420703,0.053867891204521345,0.10347639232308961,0.09098375132462022,0.07984811020840699,0.32109089838690685,0.32210644059813964,0.05069174614388319,0.10793889085128933
