,model_idx,D_crit,D,KB_mccB,KB_mccV,K_omega_mccB,K_omega_mccV,kA_1,kBmax_mccB,kBmax_mccV,mu_max_x,mu_max_c,nB_mccB,nB_mccV,n_omega_mccB,n_omega_mccV,omega_max_mccB,omega_max_mccV,N_x,N_c
0,40,0.021167758162251353,0.0970662302938946,0.008071026136088753,0.009122886843102695,0.011321083068932203,0.013359581669007081,0.009029291876548773,0.007997793302412293,0.00556301011742049,0.043438074149015404,0.17683105794306575,0.013769543848230592,0.011178822376270103,0.0063821917493597224,0.0070862050663317855,0.03418323337186757,0.14533752292025437,0.04078935145007062,0.007532800802236034
