,model_idx,D_crit,D,KB_mccB,KB_mccV,K_omega_mccB,K_omega_mccV,kA_1,kA_2,kBmax_mccB,kBmax_mccV,mu_max_x,mu_max_c,nB_mccB,nB_mccV,n_omega_mccB,n_omega_mccV,omega_max_mccB,omega_max_mccV,N_x,N_c
0,92,0.022878725482022595,0.2294287052812472,0.008115920882686395,0.010496969085334651,0.012137278366510573,0.00666748757020498,0.012238030693345059,0.010081428532913828,0.01040146369408046,0.005997024094430592,0.2644543446552342,0.24932701073874675,0.02600688275147517,0.010869417783840651,0.015634667932331703,0.01569221676832422,0.04453534729327058,0.03971204594261446,0.008435509496144036,0.009583862748203109
