,model_idx,D_crit,D,KB_1,K_omega_1,kA_1,kBmax_1,mu_max_1,mu_max_2,nB_1,n_omega_1,omega_max_1,N_1,N_2
0,118,0.4307680407973365,0.3724406889827754,0.2436139096522587,0.17764055898602532,0.23269418264543384,0.5264868378290543,0.39301267468313295,0.4134871628209295,0.33600909977250565,0.29398765030874224,0.3914852128696783,0.31251218719532015,0.2634059148521287
