,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,121,0.12146886573948115,0.29754728364943206,0.13081503633168068,0.060732929356522636,0.12809212769864375,0.07510296162220298,0.09351538522074447,0.056042601190944646,0.10334461320531996,0.2068020251305055,0.1503292148684452,0.07040738700453819,0.09213819154796568,0.058524173027989845,0.07692872694840114,0.32639490044857167,0.41637942341491563,0.0851918889850739,0.10825791558458586
