,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,109,0.16795838707850053,0.381513399689989,0.1668405198046346,0.09450461604453242,0.12417500999249344,0.0872564025073847,0.05623092896068321,0.07415892451524231,0.10698304688185464,0.5044064458894294,0.7218479776168146,0.13218850229583629,0.17964066018698144,0.16752293399105067,0.11774569347904501,0.083371516031859,0.4247833334958128,0.08171909882332296,0.10063659494818522
