,model_idx,D_crit,D,KB_mccV,K_omega_mccV,kA_1,kBmax_mccV,mu_max_x,mu_max_c,nB_mccV,n_omega_mccV,omega_max_mccV,N_x,N_c
0,79,0.019760835545545738,0.08726324052919862,0.006708547314333013,0.043566390686344936,0.008626361707941621,0.01551485495304391,0.03710900518437349,0.30165649229856206,0.005612373008204274,0.006814479060145762,0.14497550545528304,0.021717716922504793,0.010548993315059874
