,model_idx,D_crit,D,KB_1,K_omega_1,kA_1,kBmax_1,mu_max_1,mu_max_2,nB_1,n_omega_1,omega_max_1,N_1,N_2
0,126,0.05558221796212244,0.262823891007095,0.045811610913438106,0.030893879052395545,0.033706593476553914,0.04431108391633126,0.2902772570684813,0.2510310044069691,0.020752721639420824,0.03096373269574937,0.042299475832407896,0.03591184647053414,0.025697298520871215
