,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,43,0.48148085229824905,0.20961214165261383,0.15961214165261384,0.3986930860033727,0.28326306913996624,0.2886593591905565,0.44654300168634065,0.3065345699831366,0.26829679595278244,0.47284991568296797,0.4803962900505902,0.19384485666104556,0.2760539629005059,0.398566610455312,0.2231871838111299,0.3237352445193929,0.19338111298482297,0.2055227655986509,0.4193507588532884
