,model_idx,D_crit,D,KB_mccV,K_omega_mccV,kA_1,kBmax_mccV,mu_max_x,mu_max_c,nB_mccV,n_omega_mccV,omega_max_mccV,N_x,N_c
0,78,0.023418325197189213,0.10204456054378688,0.010756402058289594,0.012432132801816043,0.006829833007657965,0.016244175081248036,0.19021874819441434,0.4596591154386858,0.0157623174587862,0.016997168723878464,0.12731890207669516,0.012141015703154512,0.010614296392456701
