,model_idx,D_crit,D,KB_mccB,KB_mccV,K_omega_mccB,K_omega_mccV,kA_1,kA_2,kBmax_mccB,kBmax_mccV,mu_max_x,mu_max_c,nB_mccB,nB_mccV,n_omega_mccB,n_omega_mccV,omega_max_mccB,omega_max_mccV,N_x,N_c
0,48,0.02122944206843087,0.09694372403461157,0.009932269782566117,0.010465311870101912,0.005394521092206284,0.01606586937360721,0.006348793176175538,0.01268412738274649,0.011345438525118379,0.007674161459773399,0.049505065710507,0.1806530483499355,0.0195914966299236,0.008825589572354797,0.009790598846299847,0.008003254602589993,0.03193256444980985,0.13734998424308725,0.03220762565381097,0.00814227295701464
