,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,58,0.04393262964323496,0.026048773810491366,0.02095385029256769,0.012307523395202469,0.01390998009940314,0.010377826162797033,0.010075063321161037,0.024560387878649614,0.015032626617369094,0.2372990512638804,0.24182884916374242,0.014497206929609319,0.019498497355221578,0.012537328472017273,0.018688832518915566,0.014454668037417129,0.03211258595113875,0.009259457298794599,0.01170104712216069
