,model_idx,D_crit,D,KB_mccB,KB_mccV,K_omega_mccB,K_omega_mccV,kA_1,kA_2,kBmax_mccB,kBmax_mccV,mu_max_x,mu_max_c,nB_mccB,nB_mccV,n_omega_mccB,n_omega_mccV,omega_max_mccB,omega_max_mccV,N_x,N_c
0,89,0.02114803420256776,0.09494727107545983,0.009761023037194172,0.009755480789216953,0.007151169379116307,0.019640716052078677,0.012655314401392781,0.009724123931297346,0.00641819572707672,0.009851697848360819,0.040986275281594375,0.18152378293313343,0.01464549249312741,0.011186391546145757,0.011498563206283119,0.005345872957093878,0.04384074877405586,0.13565758102181652,0.017984242616720603,0.013436237584086852
