,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kA_2,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,84,0.19020529004836895,0.423988453942371,0.10538309616650632,0.16274623993518006,0.07460626930673014,0.06804831113586873,0.07841697473033882,0.062148680812275314,0.07527725730490709,0.1476173595989264,0.7391629108218969,0.45176482503671445,0.27082594824530304,0.15546665316250574,0.0841900035448423,0.0786448574467008,0.47598369372562926,0.13610928242264647,0.14213551425533,0.13058945662632299
