,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kA_2,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,105,0.054375087518792505,0.27169621984032466,0.03056344431890283,0.045277684469824164,0.019205321607068226,0.015532381252905347,0.0478194779504823,0.025277548749164547,0.04387636865802805,0.017226768864323394,0.3239219538346175,0.24799260661706074,0.04687452285705562,0.03639773617939557,0.016783131957804454,0.024518361308754344,0.05742680415169499,0.024158701560448304,0.019356734968088707,0.04085743223297808
