,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kA_2,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,53,0.04472768504417373,0.03711853015800731,0.0149520672658916,0.024398589534429638,0.013955112486808474,0.020568078860626005,0.01999570658168004,0.021427013015770657,0.026498206358116727,0.021226119113050945,0.25080451495269346,0.24046499173253955,0.017533128080884586,0.013228938641441146,0.017276124160447603,0.011126065432797372,0.02308526443223549,0.02103699829440575,0.016374105527412808,0.01444832956218911
