,model_idx,D_crit,D,KB_mccV,K_omega_mccV,kA_1,kBmax_mccV,mu_max_x,mu_max_c,nB_mccV,n_omega_mccV,omega_max_mccV,N_x,N_c
0,77,0.019947637957683173,0.08798378641600546,0.006509941159839522,0.04612259368278365,0.00841512920437315,0.020840668721517547,0.04052505837127418,0.3128897917121949,0.004935935861749563,0.006918484565389765,0.15508405417910803,0.021742010579870075,0.006008599871655779
