,model_idx,D_crit,D,KB_1,K_omega_1,kA_1,kBmax_1,mu_max_1,mu_max_2,nB_1,n_omega_1,omega_max_1,N_1,N_2
0,119,0.04693949112089454,0.13274395415918422,0.014463935207653211,0.011861411889061535,0.01616294860477263,0.031059197612913536,0.24680855353447495,0.2655792097672389,0.021590632528949327,0.022000192971516563,0.03984170575299928,0.02348319347698674,0.015406615466811047
