,model_idx,D_crit,D,KB_1,K_omega_1,kA_1,kBmax_1,mu_max_1,mu_max_2,nB_1,n_omega_1,omega_max_1,N_1,N_2
0,68,0.35201206939178775,0.21511081995851078,0.2159187684245005,0.2500272955562835,0.3404738508570805,0.2751173708920188,0.13909815482039523,0.1607162353968774,0.2165083524402227,0.2020744622775412,0.4211813516759471,0.15604323616115295,0.20462932634567094
