,model_idx,D_crit,D,KB_1,K_omega_1,kA_1,kBmax_1,mu_max_1,mu_max_2,nB_1,n_omega_1,omega_max_1,N_1,N_2
0,57,0.05471100233585541,0.25446804373245724,0.02736604824079973,0.0692230145510464,0.046564883543014746,0.04907619917560274,0.23838948292228607,0.28139784203402496,0.05391844556854497,0.02510931834987501,0.07058805468348217,0.039450555355127925,0.04417510381725098
