,model_idx,D_crit,D,KB_mccB,KB_mccV,K_omega_mccB,K_omega_mccV,kA_1,kA_2,kBmax_mccB,kBmax_mccV,mu_max_x,mu_max_c,nB_mccB,nB_mccV,n_omega_mccB,n_omega_mccV,omega_max_mccB,omega_max_mccV,N_x,N_c
0,1,0.021165503238079225,0.09998981840169328,0.006873231160001714,0.006941864775328432,0.007208514879172234,0.019979075255624756,0.005256143772109173,0.0058305674269967245,0.009549942157744434,0.007885888957049822,0.04421802914319439,0.17738403258792124,0.008002849713085958,0.013861324362182459,0.016616084826610783,0.006910724399448842,0.03504483448379725,0.1338427535806469,0.013631373389839774,0.008217145414494587
