,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kA_2,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,103,0.09349543490466734,0.3392409595417114,0.03666308628714643,0.03238453276047261,0.04769065520945226,0.05168277837450769,0.07232366630862869,0.06607590404582886,0.06759756534192624,0.05435016111707841,0.1061582527747941,0.07790905836018613,0.06942355889724311,0.04169351951306843,0.04709989258861447,0.06242391693519522,0.12436448263515931,0.08465807375581813,0.04974937343358388,0.09026136770497678
