,model_idx,D_crit,D,KB_mccB,KB_mccV,K_omega_mccB,K_omega_mccV,kA_1,kBmax_mccB,kBmax_mccV,mu_max_x,mu_max_c,nB_mccB,nB_mccV,n_omega_mccB,n_omega_mccV,omega_max_mccB,omega_max_mccV,N_x,N_c
0,107,0.020891678299391526,0.09295577695978385,0.011904485585619684,0.015866919208974872,0.013004024056683883,0.020489291677408483,0.008240752176634447,0.011668421861425304,0.0067073568475599366,0.03779661042437271,0.1775192340773367,0.014222253663967677,0.008395665249761208,0.006869145986327152,0.009130957492467395,0.04828877828048972,0.13938592527553895,0.030162815426979628,0.011282501315224625
