,model_idx,D_crit,D,KB_1,KB_2,K_omega_1,K_omega_2,kA_1,kBmax_1,kBmax_2,mu_max_1,mu_max_2,nB_1,nB_2,n_omega_1,n_omega_2,omega_max_1,omega_max_2,N_1,N_2
0,42,0.17585832718402003,0.3690240058325917,0.15010346417351958,0.10928068275632846,0.0692834703920917,0.07752307840761674,0.09292476599942104,0.10291736804297247,0.10782789565664896,0.5086577533800084,0.7949640287769784,0.10602129324856058,0.06850078804318693,0.08891485917078557,0.11115161522049133,0.08443319859760479,0.434951591632804,0.13830962055988594,0.11330667209898249
