,model_idx,D_crit,D,KB_mccV,K_omega_mccV,kA_1,kBmax_mccV,mu_max_x,mu_max_c,nB_mccV,n_omega_mccV,omega_max_mccV,N_x,N_c
0,76,0.023584458302376998,0.10134346713399905,0.012586227807909689,0.009178362937254603,0.012337100469434148,0.014766359517619787,0.18557748774994565,0.4696714328238402,0.015546172845876671,0.011252927106826682,0.12454978947978851,0.006158905234618928,0.01098582088535549
