,rep,k,fuv_vals,error_variance,non_zero_ratio,SS_err
264,9,19,0.03944606272423788,4.146756163028726,0.023391812865497075,4.146756163028726
265,10,19,0.030126679108455293,3.03507505539785,0.018379281537176273,3.03507505539785
266,11,19,0.04554961704995856,4.385570838869027,0.017543859649122806,4.385570838869027
267,12,19,0.03975997896417328,4.093068945589616,0.018379281537176273,4.093068945589616
268,13,19,0.02617792612880686,2.656525258683513,0.02422723475355054,2.656525258683513
269,14,19,0.07790640596202043,8.076827393613549,0.025898078529657476,8.076827393613549
270,0,20,0.02949986662500766,3.015274349181055,0.020634920634920634,3.015274349181055
271,1,20,0.054952932068228516,5.576601116515639,0.01984126984126984,5.576601116515639
272,2,20,0.07405239466748907,8.155586690267445,0.016666666666666666,8.155586690267445
273,3,20,0.06524702774108322,7.0,0.020634920634920634,7.0
274,4,20,0.0380500472683265,4.000000433922033,0.02142857142857143,4.000000433922033
275,5,20,0.010467972987407573,1.0,0.01904761904761905,1.0
276,6,20,0.033726038361212435,3.4964954056114124,0.03333333333333333,3.4964954056114124
277,7,20,0.028937007874015742,3.0,0.02142857142857143,3.0
278,8,20,0.019307194627391163,2.0016438511662678,0.020634920634920634,2.0016438511662678
279,9,20,0.05352284490264171,5.072654933221798,0.01984126984126984,5.072654933221798
280,10,20,0.07826781435797321,8.0,0.020634920634920634,8.0
281,11,20,0.009879413186673408,1.002558817770072,0.01904761904761905,1.002558817770072
282,12,20,0.010626549127346683,1.1094141385433218,0.018253968253968255,1.1094141385433218
283,13,20,0.040089651673245554,4.097689657195502,0.04285714285714286,4.097689657195502
284,14,20,0.0038859467138754465,0.4056937180956519,0.018253968253968255,0.4056937180956519
285,0,21,0.01471271269184578,1.4604619292477112,0.01436130007558579,1.4604619292477112
286,1,21,0.019567031071546632,2.000007919684889,0.021919879062736205,2.000007919684889
287,2,21,0.08333335492635593,9.00000233204644,0.01889644746787604,9.00000233204644
288,3,21,0.08868778280542985,9.0,0.015873015873015872,9.0
289,4,21,0.0657873130068787,6.91587263265056,0.01889644746787604,6.91587263265056
290,5,21,6.895659281908393e-33,6.690900419557848e-31,0.016628873771730914,6.690900419557848e-31
291,6,21,0.047720706708089415,4.877683844838635,0.022675736961451247,4.877683844838635
292,7,21,0.03835806139114332,4.142670630243479,0.01889644746787604,4.142670630243479
293,8,21,0.035481393795836064,3.495721855642593,0.02343159486016629,3.495721855642593
294,9,21,0.0475625539257981,5.0,0.02040816326530612,5.0
295,10,21,0.04059979055663602,4.0,0.021919879062736205,4.0
296,11,21,0.04968222021939911,5.330136154490522,0.02040816326530612,5.330136154490522
297,12,21,0.009616182615760983,1.0385477225021862,0.021919879062736205,1.0385477225021862
298,13,21,0.029998299416132874,3.0,0.016628873771730914,3.0
299,14,21,0.024350967314227808,2.4532081084728192,0.022675736961451247,2.4532081084728192
300,0,22,0.012946516218991896,1.3796700141218663,0.020202020202020204,1.3796700141218663
301,1,22,0.024035981179341245,2.561439844681,0.023088023088023088,2.561439844681
302,2,22,1.6230920897441574e-31,1.5627322025065066e-29,0.024531024531024532,1.5627322025065066e-29
303,3,22,0.032843220699634,3.499999999999999,0.020202020202020204,3.499999999999999
304,4,22,0.06572591567985367,7.00420665145216,0.022366522366522368,7.00420665145216
305,5,22,0.0475625539257981,5.0,0.021645021645021644,5.0
306,6,22,0.05955703610335823,6.0,0.01948051948051948,6.0
307,7,22,0.038236060960850894,4.01955507062369,0.023088023088023088,4.01955507062369
308,8,22,0.10322240493652782,11.000091025843677,0.022366522366522368,11.000091025843677
309,9,22,0.044245935139908855,4.841568812044087,0.018037518037518036,4.841568812044087
310,10,22,0.03001185918041032,3.0013560532971573,0.023088023088023088,3.0013560532971573
311,11,22,0.019263358596212532,2.038967537944006,0.016594516594516596,2.038967537944006
312,12,22,0.009999433138710956,1.0,0.01948051948051948,1.0
313,13,22,2.5774092442074433e-27,2.5584731762908164e-25,0.015151515151515152,2.5584731762908164e-25
314,14,22,4.4421976477201107e-32,4.5729956895696486e-30,0.017316017316017316,4.5729956895696486e-30
315,0,23,0.018528521691390284,1.893858602632899,0.024844720496894408,1.893858602632899
316,1,23,0.0017152731863731467,0.1740652228416423,0.023464458247066944,0.1740652228416423
317,2,23,0.0738333818510278,7.815037448374606,0.02139406487232574,7.815037448374606
318,3,23,0.010866496886897715,1.189055949601216,0.023464458247066944,1.189055949601216
319,4,23,0.004565832381304545,0.4766739359443354,0.020703933747412008,0.4766739359443354
320,5,23,9.079314790783304e-10,8.945183870461414e-08,0.02139406487232574,8.945183870461414e-08
321,6,23,0.07503176592038645,7.833333376094222,0.018633540372670808,7.833333376094222
322,7,23,0.020454545454545454,2.0,0.01725327812284334,2.0
323,8,23,0.03970469073557216,4.0,0.020013802622498276,4.0
324,9,23,0.05066781077622871,5.399511191019602,0.023464458247066944,5.399511191019602
325,10,23,0.04094921499671375,4.334349052662365,0.022084195997239476,4.334349052662365
326,11,23,0.02240252068533067,2.3062150461065407,0.01932367149758454,2.3062150461065407
327,12,23,0.02999829958846583,3.0000000172342727,0.020013802622498276,3.0000000172342727
328,13,23,0.009512511707504228,1.0000000969612155,0.026224982746721876,1.0000000969612155
329,14,23,0.01393581541295317,1.464998645225644,0.018633540372670808,1.464998645225644
330,0,24,0.024111597815127415,2.552138817717517,0.023809523809523808,2.552138817717517
331,1,24,0.12281885664706459,13.000000000000009,0.01917989417989418,13.000000000000009
332,2,24,0.0705891166286484,7.007050271056036,0.02447089947089947,7.007050271056036
333,3,24,0.009713977334071021,1.000000000001867,0.0205026455026455,1.000000000001867
334,4,24,0.058821752464647395,6.394698112327344,0.01984126984126984,6.394698112327344
335,5,24,0.02971182056683433,3.123446715370611,0.027777777777777776,3.123446715370611
336,6,24,0.0587008607684799,6.0,0.018518518518518517,6.0
337,7,24,0.08278670220853117,9.000003334767587,0.015873015873015872,9.000003334767587
338,8,24,0.020198484382393606,1.9900087271846452,0.02513227513227513,1.9900087271846452
339,9,24,0.07024961521312532,7.334075757868245,0.022486772486772486,7.334075757868245
340,10,24,0.05955703610335824,6.0,0.02513227513227513,6.0
341,11,24,0.10834599222827451,10.994907068471328,0.10449735449735449,10.994907068471328
342,12,24,0.010004604833468071,1.000517198793709,0.01984126984126984,1.000517198793709
343,13,24,0.03296968416389734,3.272745791289727,0.023148148148148147,3.272745791289727
344,14,24,0.03831883589757546,4.000495156785313,0.01917989417989418,4.000495156785313
345,0,25,0.039133907178986606,4.0,0.015873015873015872,4.0
